tick,logic,n_tasks,jain_index,max_error_pct,avg_error_pct,ops_saved,apaf_state
1,CLTI,100,0.010000,0.000000,0.000000,400,N/A
2,CLTI,100,0.020000,0.000000,0.000000,400,N/A
3,CLTI,100,0.030000,0.000000,0.000000,400,N/A
4,CLTI,100,0.040000,0.000000,0.000000,400,N/A
5,CLTI,100,0.050000,0.000000,0.000000,400,N/A
6,CLTI,100,0.060000,0.806452,0.806452,400,N/A
7,CLTI,100,0.070000,0.000000,0.000000,400,N/A
8,CLTI,100,0.080000,0.000000,0.000000,400,N/A
9,CLTI,100,0.090000,0.552486,0.552486,400,N/A
10,CLTI,100,0.100000,0.502513,0.502513,400,N/A
11,CLTI,100,0.110000,0.460829,0.460829,400,N/A
12,CLTI,100,0.120000,0.427350,0.427350,400,N/A
13,CLTI,100,0.130000,0.398406,0.398406,400,N/A
14,CLTI,100,0.140000,0.749064,0.749064,400,N/A
15,CLTI,100,0.150000,0.352113,0.352113,400,N/A
16,CLTI,100,0.160000,0.333333,0.333333,400,N/A
17,CLTI,100,0.170000,0.634921,0.634921,400,N/A
18,CLTI,100,0.180000,0.606061,0.606061,400,N/A
19,CLTI,100,0.190000,0.579710,0.579710,400,N/A
20,CLTI,100,0.200000,0.555556,0.555556,400,N/A
21,CLTI,100,0.210000,0.802139,0.802139,400,N/A
22,CLTI,100,0.220000,0.773196,0.773196,400,N/A
23,CLTI,100,0.230000,0.997506,0.997506,400,N/A
24,CLTI,100,0.240000,0.722892,0.722892,400,N/A
25,CLTI,100,0.250000,0.700935,0.700935,400,N/A
26,CLTI,100,0.260000,0.680272,0.680272,400,N/A
27,CLTI,100,0.270000,0.883002,0.883002,400,N/A
28,CLTI,100,0.280000,1.075269,1.075269,400,N/A
29,CLTI,100,0.290000,1.048218,1.048218,400,N/A
30,CLTI,100,0.300000,1.022495,1.022495,400,N/A
31,CLTI,100,0.310000,0.798403,0.798403,400,N/A
32,CLTI,100,0.320000,0.976562,0.976562,400,N/A
33,CLTI,100,0.330000,0.956023,0.956023,400,N/A
34,CLTI,100,0.340000,1.125704,1.125704,400,N/A
