tick,logic,n_tasks,jain_index,max_error_pct,avg_error_pct,ops_saved,apaf_state
1,BSA,100,0.010000,0.000000,0.000000,100,N/A
2,BSA,100,0.020000,0.000000,0.000000,100,N/A
3,BSA,100,0.030000,1.562500,1.562500,100,N/A
4,BSA,100,0.040000,2.352941,2.352941,100,N/A
5,BSA,100,0.050000,1.904762,1.904762,100,N/A
6,BSA,100,0.060000,2.419355,2.419355,100,N/A
7,BSA,100,0.070000,2.777778,2.777778,100,N/A
8,BSA,100,0.080000,3.680982,3.680982,100,N/A
9,BSA,100,0.090000,3.867403,3.867403,100,N/A
10,BSA,100,0.100000,4.020101,4.020101,100,N/A
11,BSA,100,0.110000,4.608295,4.608295,100,N/A
12,BSA,100,0.120000,5.128205,5.128205,100,N/A
13,BSA,100,0.130000,5.577689,5.577689,100,N/A
14,BSA,100,0.140000,5.617978,5.617978,100,N/A
15,BSA,100,0.150000,6.338028,6.338028,100,N/A
16,BSA,100,0.160000,6.666667,6.666667,100,N/A
17,BSA,100,0.170000,6.984127,6.984127,100,N/A
18,BSA,100,0.180000,7.272727,7.272727,100,N/A
19,BSA,100,0.190000,7.826087,7.826087,100,N/A
20,BSA,100,0.200000,8.333333,8.333333,100,N/A
21,BSA,100,0.210000,8.556150,8.556150,100,N/A
22,BSA,100,0.220000,9.020619,9.020619,100,N/A
23,BSA,100,0.230000,9.226933,9.226933,100,N/A
24,BSA,100,0.240000,9.879518,9.879518,100,N/A
25,BSA,100,0.250000,10.046729,10.046729,100,N/A
26,BSA,100,0.260000,10.430839,10.430839,100,N/A
27,BSA,100,0.270000,10.816777,10.816777,100,N/A
28,BSA,100,0.280000,10.967742,10.967742,100,N/A
29,BSA,100,0.290000,11.320755,11.320755,100,N/A
30,BSA,100,0.300000,11.860941,11.860941,100,N/A
31,BSA,100,0.310000,12.175649,12.175649,100,N/A
32,BSA,100,0.320000,12.500000,12.500000,100,N/A
33,BSA,100,0.330000,12.810707,12.810707,100,N/A
34,BSA,100,0.340000,12.945591,12.945591,100,N/A
35,BSA,100,0.350000,13.419118,13.419118,100,N/A
36,BSA,100,0.360000,13.718412,13.718412,100,N/A
37,BSA,100,0.370000,14.007092,14.007092,100,N/A
38,BSA,100,0.380000,14.285714,14.285714,100,N/A
39,BSA,100,0.390000,14.554795,14.554795,100,N/A
40,BSA,100,0.400000,14.839798,14.839798,100,N/A
41,BSA,100,0.410000,15.116279,15.116279,100,N/A
42,BSA,100,0.420000,15.522876,15.522876,100,N/A
43,BSA,100,0.430000,15.645161,15.645161,100,N/A
44,BSA,100,0.440000,15.898251,15.898251,100,N/A
45,BSA,100,0.450000,16.169545,16.169545,100,N/A
46,BSA,100,0.460000,16.563467,16.563467,100,N/A
47,BSA,100,0.470000,16.666667,16.666667,100,N/A
48,BSA,100,0.480000,17.069486,17.069486,100,N/A
49,BSA,100,0.490000,17.313433,17.313433,100,N/A
50,BSA,100,0.500000,17.429838,17.429838,100,N/A
51,BSA,100,0.510000,17.810219,17.810219,100,N/A
52,BSA,100,0.520000,17.919075,17.919075,100,N/A
53,BSA,100,0.530000,18.168813,18.168813,100,N/A
54,BSA,100,0.540000,18.413598,18.413598,100,N/A
55,BSA,100,0.550000,18.653576,18.653576,100,N/A
56,BSA,100,0.560000,18.776078,18.776078,100,N/A
57,BSA,100,0.570000,19.008264,19.008264,100,N/A
58,BSA,100,0.580000,19.262295,19.262295,100,N/A
59,BSA,100,0.590000,19.485792,19.485792,100,N/A
60,BSA,100,0.600000,19.731544,19.731544,100,N/A
61,BSA,100,0.610000,19.973369,19.973369,100,N/A
62,BSA,100,0.620000,20.211361,20.211361,100,N/A
63,BSA,100,0.630000,20.209974,20.209974,100,N/A
64,BSA,100,0.640000,20.572917,20.572917,100,N/A
65,BSA,100,0.650000,20.698577,20.698577,100,N/A
66,BSA,100,0.660000,20.924262,20.924262,100,N/A
67,BSA,100,0.670000,21.045918,21.045918,100,N/A
68,BSA,100,0.680000,21.292776,21.292776,100,N/A
69,BSA,100,0.690000,21.410579,21.410579,100,N/A
70,BSA,100,0.700000,21.652065,21.652065,100,N/A
71,BSA,100,0.710000,21.766169,21.766169,100,N/A
72,BSA,100,0.720000,22.002472,22.002472,100,N/A
73,BSA,100,0.730000,22.140221,22.140221,100,N/A
74,BSA,100,0.740000,22.249389,22.249389,100,N/A
75,BSA,100,0.750000,22.384428,22.384428,100,N/A
76,BSA,100,0.760000,22.611850,22.611850,100,N/A
77,BSA,100,0.770000,22.743682,22.743682,100,N/A
78,BSA,100,0.780000,22.874251,22.874251,100,N/A
79,BSA,100,0.790000,23.122765,23.122765,100,N/A
80,BSA,100,0.800000,23.250297,23.250297,100,N/A
81,BSA,100,0.810000,23.376623,23.376623,100,N/A
82,BSA,100,0.820000,23.501763,23.501763,100,N/A
83,BSA,100,0.830000,23.653396,23.653396,100,N/A
84,BSA,100,0.840000,23.776224,23.776224,100,N/A
85,BSA,100,0.850000,24.013921,24.013921,100,N/A
86,BSA,100,0.860000,24.046243,24.046243,100,N/A
87,BSA,100,0.870000,24.193548,24.193548,100,N/A
88,BSA,100,0.880000,24.311927,24.311927,100,N/A
89,BSA,100,0.890000,24.457143,24.457143,100,N/A
90,BSA,100,0.900000,24.601367,24.601367,100,N/A
91,BSA,100,0.910000,24.631101,24.631101,100,N/A
92,BSA,100,0.920000,24.773756,24.773756,100,N/A
93,BSA,100,0.930000,24.915445,24.915445,100,N/A
94,BSA,100,0.940000,25.056180,25.056180,100,N/A
95,BSA,100,0.950000,25.195969,25.195969,100,N/A
96,BSA,100,0.960000,25.334821,25.334821,100,N/A
97,BSA,100,0.970000,25.472747,25.472747,100,N/A
98,BSA,100,0.980000,25.527192,25.527192,100,N/A
99,BSA,100,0.990000,25.663717,25.663717,100,N/A
100,BSA,100,1.000000,25.799338,25.799338,100,N/A
101,BSA,100,0.990388,25.852585,25.852585,100,N/A
102,BSA,100,0.981509,25.986842,25.986842,100,N/A
103,BSA,100,0.973303,26.039387,26.039387,100,N/A
104,BSA,100,0.965714,26.091703,26.091703,100,N/A
105,BSA,100,0.958696,26.224157,26.224157,100,N/A
106,BSA,100,0.952203,26.384365,26.384365,100,N/A
107,BSA,100,0.946198,26.435536,26.435536,100,N/A
108,BSA,100,0.940645,26.486486,26.486486,100,N/A
109,BSA,100,0.935512,26.537217,26.537217,100,N/A
110,BSA,100,0.930769,26.695371,26.695371,100,N/A
111,BSA,100,0.926391,26.745435,26.745435,100,N/A
112,BSA,100,0.922353,26.795284,26.795284,100,N/A
113,BSA,100,0.918633,26.951872,26.951872,100,N/A
114,BSA,100,0.915211,27.001067,27.001067,100,N/A
115,BSA,100,0.912069,27.156550,27.156550,100,N/A
116,BSA,100,0.909189,27.205101,27.205101,100,N/A
117,BSA,100,0.906556,27.253446,27.253446,100,N/A
118,BSA,100,0.904156,27.407407,27.407407,100,N/A
119,BSA,100,0.901975,27.378436,27.378436,100,N/A
120,BSA,100,0.900000,27.531646,27.531646,100,N/A
121,BSA,100,0.898221,27.578947,27.578947,100,N/A
122,BSA,100,0.896627,27.655100,27.655100,100,N/A
123,BSA,100,0.895207,27.806925,27.806925,100,N/A
124,BSA,100,0.893953,27.777778,27.777778,100,N/A
125,BSA,100,0.892857,27.928870,27.928870,100,N/A
126,BSA,100,0.891910,27.899687,27.899687,100,N/A
127,BSA,100,0.891105,28.050052,28.050052,100,N/A
128,BSA,100,0.890435,28.020833,28.020833,100,N/A
129,BSA,100,0.889893,28.095734,28.095734,100,N/A
130,BSA,100,0.889474,28.245067,28.245067,100,N/A
131,BSA,100,0.889171,28.215768,28.215768,100,N/A
132,BSA,100,0.888980,28.290155,28.290155,100,N/A
133,BSA,100,0.888894,28.438469,28.438469,100,N/A
134,BSA,100,0.888911,28.409091,28.409091,100,N/A
135,BSA,100,0.889024,28.482972,28.482972,100,N/A
136,BSA,100,0.889231,28.556701,28.556701,100,N/A
137,BSA,100,0.889526,28.527291,28.527291,100,N/A
138,BSA,100,0.889907,28.600823,28.600823,100,N/A
139,BSA,100,0.890369,28.747433,28.747433,100,N/A
140,BSA,100,0.890909,28.820513,28.820513,100,N/A
141,BSA,100,0.891525,28.790984,28.790984,100,N/A
142,BSA,100,0.892212,28.863869,28.863869,100,N/A
143,BSA,100,0.892969,28.936605,28.936605,100,N/A
144,BSA,100,0.893793,29.009193,29.009193,100,N/A
145,BSA,100,0.894681,28.979592,28.979592,100,N/A
146,BSA,100,0.895630,29.051988,29.051988,100,N/A
