tick,logic,n_tasks,jain_index,max_error_pct,avg_error_pct,ops_saved,apaf_state
1,BSA,11,0.090909,0.000000,0.000000,11,N/A
2,BSA,11,0.181818,0.502912,0.045719,11,N/A
3,BSA,11,0.272727,1.562500,1.509645,11,N/A
4,BSA,11,0.363636,2.352941,2.271805,11,N/A
5,BSA,11,0.454545,1.935272,1.907536,11,N/A
6,BSA,11,0.500000,2.916201,2.464523,10,N/A
7,BSA,11,0.600000,3.882165,2.878177,10,N/A
8,BSA,11,0.700000,4.842474,3.786572,10,N/A
9,BSA,11,0.800000,5.806605,4.043694,10,N/A
10,BSA,11,0.900000,6.750335,4.268304,10,N/A
11,BSA,11,1.000000,4.608295,4.402635,11,N/A
12,BSA,11,0.935065,5.128205,4.662005,11,N/A
13,BSA,11,0.808612,5.577689,5.070627,11,N/A
14,BSA,11,0.685315,5.617978,5.107252,11,N/A
15,BSA,11,0.584416,6.338028,5.761844,11,N/A
16,BSA,11,0.930769,6.666667,6.060606,10,N/A
17,BSA,11,0.900000,6.984127,6.349206,10,N/A
18,BSA,11,0.889474,7.272727,6.611570,10,N/A
19,BSA,11,0.890909,7.826087,7.114625,10,N/A
20,BSA,11,0.900000,8.333333,7.575758,10,N/A
21,BSA,11,0.657228,8.556150,7.778318,11,N/A
22,BSA,11,0.594595,9.020619,8.200562,11,N/A
23,BSA,11,0.540347,9.226933,8.388121,11,N/A
24,BSA,11,0.493997,9.879518,8.981380,11,N/A
25,BSA,11,0.454545,10.046729,9.133390,11,N/A
26,BSA,11,0.914286,10.430839,9.482581,10,N/A
27,BSA,11,0.932258,10.816777,9.833434,10,N/A
28,BSA,11,0.952941,10.967742,9.970674,10,N/A
29,BSA,11,0.975676,11.320755,10.291595,10,N/A
30,BSA,11,1.000000,11.860941,10.782673,10,N/A
31,BSA,11,0.542631,12.175649,11.068772,11,N/A
32,BSA,11,0.505929,12.500000,11.363636,11,N/A
33,BSA,11,0.473684,12.810707,11.646098,11,N/A
34,BSA,11,0.445300,12.945591,11.768719,11,N/A
35,BSA,11,0.420240,13.419118,12.199198,11,N/A
36,BSA,11,0.980000,13.718412,12.471283,10,N/A
37,BSA,11,0.968000,14.007092,12.733720,10,N/A
38,BSA,11,0.961818,14.285714,12.987013,10,N/A
39,BSA,11,0.960000,14.554795,13.231631,10,N/A
40,BSA,11,0.961538,14.839798,13.490725,10,N/A
41,BSA,11,0.476069,15.116279,13.742072,11,N/A
42,BSA,11,0.453005,15.522876,14.111705,11,N/A
43,BSA,11,0.432110,15.645161,14.222874,11,N/A
44,BSA,11,0.413146,15.898251,14.452956,11,N/A
45,BSA,11,0.427125,16.169545,14.699586,11,N/A
46,BSA,11,0.972000,16.563467,15.057698,10,N/A
47,BSA,11,0.980000,16.666667,15.151515,10,N/A
48,BSA,11,0.989412,17.069486,15.517715,10,N/A
49,BSA,11,1.000000,17.313433,15.739484,10,N/A
50,BSA,11,0.990722,17.429838,15.845307,10,N/A
51,BSA,11,0.475764,17.810219,16.191108,11,N/A
52,BSA,11,0.456911,17.919075,16.290068,11,N/A
53,BSA,11,0.439524,18.168813,16.517102,11,N/A
54,BSA,11,0.423468,18.413598,16.739634,11,N/A
55,BSA,11,0.408618,18.653576,16.957797,11,N/A
56,BSA,11,0.984615,18.776078,17.069162,10,N/A
57,BSA,11,0.981081,19.008264,17.280240,10,N/A
58,BSA,11,0.979661,19.262295,17.511177,10,N/A
59,BSA,11,0.980000,19.485792,17.714356,10,N/A
60,BSA,11,0.981818,19.731544,17.937767,10,N/A
61,BSA,11,0.446860,19.973369,18.157608,11,N/A
62,BSA,11,0.432493,20.211361,18.373964,11,N/A
63,BSA,11,0.419069,20.209974,18.372703,11,N/A
64,BSA,11,0.406511,20.572917,18.702652,11,N/A
65,BSA,11,0.394749,20.698577,18.816888,11,N/A
66,BSA,11,0.984892,20.924262,19.022056,10,N/A
67,BSA,11,0.989041,21.045918,19.132653,10,N/A
68,BSA,11,0.994118,21.292776,19.357069,10,N/A
69,BSA,11,1.000000,21.410579,19.464163,10,N/A
70,BSA,11,0.994675,21.652065,19.683696,10,N/A
71,BSA,11,0.428693,21.766169,19.787427,11,N/A
72,BSA,11,0.417056,22.002472,20.002247,11,N/A
73,BSA,11,0.406081,22.140221,20.127474,11,N/A
74,BSA,11,0.395722,22.249389,20.226717,11,N/A
75,BSA,11,0.385935,22.384428,20.349480,11,N/A
76,BSA,11,0.991011,22.611850,20.556227,10,N/A
77,BSA,11,0.988770,22.743682,20.676075,10,N/A
78,BSA,11,0.987755,22.874251,20.794774,10,N/A
79,BSA,11,0.987805,23.122765,21.020696,10,N/A
80,BSA,11,0.988785,23.250297,21.136633,10,N/A
81,BSA,11,0.414492,23.376623,21.251476,11,N/A
82,BSA,11,0.404816,23.501763,21.365239,11,N/A
83,BSA,11,0.395624,23.653396,21.503087,11,N/A
84,BSA,11,0.386885,23.776224,21.614749,11,N/A
85,BSA,11,0.394012,24.013921,21.830837,11,N/A
86,BSA,11,0.993103,24.046243,21.860221,10,N/A
87,BSA,11,0.996266,24.193548,21.994135,10,N/A
88,BSA,11,1.000000,24.311927,22.101751,10,N/A
89,BSA,11,0.996552,24.457143,22.233766,10,N/A
